Sensor ID,Lat, Long,Timestamp,Soil Moisture (%),Soil Type,Recommended Crop(s),Recommended Crop(s)
S2296,-9.45,-37.0474,28:03.0,31.5,Loam,Rice, Sugarcane
S2297,40.7364,173.8643,35:03.0,30.3,Loam,Rice, Sugarcane
S2298,17.2373,6.3394,43:03.0,33.1,Sandy,Potatoes, Carrots
S2299,88.8142,-71.337,22:03.0,27.2,Sandy,Potatoes, Carrots
S2300,-35.9399,-100.1208,23:03.0,27.6,Loam,Rice, Sugarcane
S2301,64.0297,-172.1875,53:03.0,9.2,Loam,Wheat, Barley
S2302,57.9492,68.2989,57:03.0,18.6,Sandy,Corn, Sunflower
S2303,-40.3277,19.3187,44:03.0,21,Clay,Corn, Soybeans
S2304,10.1382,153.3321,12:03.0,16.4,Sandy,Corn, Sunflower
S2305,-62.1513,-166.4149,47:03.0,11.7,Loam,Wheat, Barley
S2306,-25.982,-130.1731,48:03.0,28.8,Sandy,Potatoes, Carrots
S2307,-23.9251,29.5761,18:03.0,15.5,Loam,Maize, Cotton
S2308,-48.0611,111.9867,56:03.0,6.9,Sandy,Millet, Sorghum
S2309,-73.4571,-36.0726,04:03.0,34.1,Loam,Rice, Sugarcane
S2310,75.2187,84.3357,26:03.0,29.2,Sandy,Potatoes, Carrots
S2311,40.2445,105.4455,47:03.0,15.4,Loam,Maize, Cotton
S2312,-58.8776,117.2539,31:03.0,10.6,Loam,Wheat, Barley
S2313,34.1271,27.4437,10:03.0,13.1,Clay,Wheat, Peas
S2314,73.378,34.2832,31:03.0,11.6,Loam,Wheat, Barley
S2315,-35.9292,83.0842,21:03.0,24.3,Loam,Maize, Cotton
S2316,13.7311,-151.7481,57:03.0,9,Loam,Wheat, Barley
S2317,-79.9339,97.5245,33:03.0,22.3,Sandy,Corn, Sunflower
S2318,-27.3726,114.171,52:03.0,32,Sandy,Potatoes, Carrots
S2319,-15.0261,132.4192,13:03.0,18,Clay,Corn, Soybeans
S2320,66.5616,-98.3816,30:03.0,12.1,Sandy,Millet, Sorghum
S2321,27.5003,36.8286,34:03.0,10.8,Loam,Wheat, Barley
S2322,-87.9418,99.8707,24:03.0,18.8,Sandy,Corn, Sunflower
S2323,-21.1523,-70.278,14:03.0,30.9,Clay,Rice, Sugarcane
S2324,-82.5872,14.3747,08:03.0,8.1,Clay,Wheat, Peas
S2325,-63.0756,0.8646,42:03.0,18.9,Sandy,Corn, Sunflower
S2326,-50.2565,-161.8129,29:03.0,31.8,Loam,Rice, Sugarcane
S2327,41.6841,-38.5622,25:03.0,20.1,Clay,Corn, Soybeans
S2328,-9.7891,34.2476,24:03.0,5.4,Loam,Wheat, Barley
S2329,0.8513,-100.0492,54:03.0,32.2,Loam,Rice, Sugarcane
S2330,-37.8391,-38.0439,36:03.0,19.8,Loam,Maize, Cotton
S2331,-66.206,-150.2838,18:03.0,18.6,Loam,Maize, Cotton
S2332,12.8593,-162.248,01:03.0,33.4,Clay,Rice, Sugarcane
S2333,-18.1456,-149.3716,41:03.0,30.3,Clay,Rice, Sugarcane
S2334,0.3282,98.577,59:03.0,15.4,Sandy,Corn, Sunflower
S2335,-66.5325,-131.4465,10:03.0,26.8,Sandy,Potatoes, Carrots
S2336,10.6733,-4.37,25:03.0,24.3,Sandy,Corn, Sunflower
S2337,27.4047,-109.4043,51:03.0,17.2,Clay,Corn, Soybeans
S2338,20.8794,84.8404,22:03.0,7,Clay,Wheat, Peas
S2339,-45.6757,-154.2082,23:03.0,23.9,Clay,Corn, Soybeans
S2340,49.8189,-63.5718,51:03.0,7.5,Sandy,Millet, Sorghum
S2341,76.3449,-147.7459,29:03.0,13.5,Loam,Wheat, Barley
S2342,30.9146,-27.5254,53:03.0,33.3,Sandy,Potatoes, Carrots
S2343,-27.3046,-64.5342,42:03.0,21.6,Clay,Corn, Soybeans
S2344,16.8979,-171.2855,40:03.0,9.9,Loam,Wheat, Barley
S2345,-35.1326,175.5547,56:03.0,12.9,Sandy,Millet, Sorghum
S2346,20.9198,176.4573,09:03.0,28.9,Loam,Rice, Sugarcane
S2347,-10.4022,-127.5053,10:03.0,27.3,Sandy,Potatoes, Carrots
S2348,-81.922,114.5419,08:03.0,16.1,Sandy,Corn, Sunflower
S2349,-54.0567,-45.4245,57:03.0,26.2,Sandy,Potatoes, Carrots
S2350,46.3921,126.9951,15:03.0,7.2,Loam,Wheat, Barley
S2351,-69.7731,-160.3663,36:03.0,24.2,Clay,Corn, Soybeans
S2352,80.8094,153.6227,02:03.0,20.9,Loam,Maize, Cotton
S2353,66.3754,115.2482,55:03.0,28.9,Clay,Rice, Sugarcane
S2354,-87.528,69.7663,43:03.0,13.7,Sandy,Millet, Sorghum
S2355,-69.97,-17.9778,03:03.0,12.5,Loam,Wheat, Barley
S2356,-85.9053,-104.7566,58:03.0,11.8,Loam,Wheat, Barley
S2357,6.841,-106.6315,32:03.0,10.6,Clay,Wheat, Peas
S2358,4.1879,-86.8831,57:03.0,30.3,Clay,Rice, Sugarcane
S2359,-3.0553,82.7725,20:03.0,12.2,Clay,Wheat, Peas
S2360,-64.5575,71.5519,09:03.0,8.4,Clay,Wheat, Peas
S2361,-86.6901,29.8818,12:03.0,7.9,Clay,Wheat, Peas
S2362,29.4351,-164.3465,36:03.0,21.8,Sandy,Corn, Sunflower
S2363,-59.3425,-77.7551,01:03.0,28.8,Sandy,Potatoes, Carrots
S2364,52.0539,42.4673,44:03.0,15.5,Sandy,Corn, Sunflower
S2365,-80.4447,55.7128,43:03.0,24.3,Clay,Corn, Soybeans
S2366,-88.4998,-40.0877,47:03.0,25.3,Sandy,Potatoes, Carrots
S2367,-41.1641,126.7499,33:03.0,9.6,Sandy,Millet, Sorghum
S2368,28.8181,131.1416,04:03.0,12.5,Clay,Wheat, Peas
S2369,-86.5659,132.2678,47:03.0,21.1,Sandy,Corn, Sunflower
S2370,26.894,-96.7793,08:03.0,14.1,Sandy,Millet, Sorghum
S2371,-21.4738,171.5803,10:03.0,11.8,Loam,Wheat, Barley
S2372,-72.0713,-66.4359,21:03.0,34.2,Clay,Rice, Sugarcane
S2373,66.0191,11.3618,57:03.0,20.2,Clay,Corn, Soybeans
S2374,-56.4449,0.2343,21:03.0,30.3,Clay,Rice, Sugarcane
S2375,-7.5625,153.486,37:03.0,23.6,Loam,Maize, Cotton
S2376,-86.1321,-90.9388,22:03.0,19.3,Loam,Maize, Cotton
S2377,5.2948,-59.9149,48:03.0,31,Sandy,Potatoes, Carrots
S2378,-19.188,-123.4781,30:03.0,8.8,Loam,Wheat, Barley
S2379,-27.5796,-53.3113,15:03.0,20.1,Clay,Corn, Soybeans
S2380,22.5416,-94.9663,39:03.0,29.8,Clay,Rice, Sugarcane
S2381,86.084,0.4505,02:03.0,29.6,Clay,Rice, Sugarcane
S2382,56.1407,45.2853,17:03.0,26.1,Sandy,Potatoes, Carrots
S2383,68.1619,140.5448,13:03.0,28.1,Sandy,Potatoes, Carrots
S2384,56.6746,-169.3923,48:03.0,22.6,Clay,Corn, Soybeans
S2385,9.8891,-79.1302,30:03.0,31.2,Loam,Rice, Sugarcane
S2386,-62.6925,142.9831,59:03.0,20.2,Loam,Maize, Cotton
S2387,28.2477,-148.3938,13:03.0,32.6,Clay,Rice, Sugarcane
S2388,-21.2027,165.818,45:03.0,13,Loam,Wheat, Barley
S2389,20.2407,45.1889,26:03.0,22.7,Clay,Corn, Soybeans
S2390,-49.063,-93.4701,53:03.0,10.1,Clay,Wheat, Peas
S2391,-62.5052,169.3934,54:03.0,28.9,Clay,Rice, Sugarcane
S2392,73.7524,-61.4575,32:03.0,32.4,Loam,Rice, Sugarcane
S2393,7.6021,-105.5674,21:03.0,10.9,Loam,Wheat, Barley
S2394,-65.0562,14.8874,16:03.0,29.2,Loam,Rice, Sugarcane
S2395,54.0189,130.5316,37:03.0,30.7,Sandy,Potatoes, Carrots
S2396,-34.3803,73.8491,28:03.0,18.7,Loam,Maize, Cotton
S2397,4.285,-131.3091,53:03.0,10.1,Loam,Wheat, Barley
S2398,89.2234,171.2797,21:03.0,22.6,Loam,Maize, Cotton
S2399,-63.8726,155.8908,41:03.0,12.2,Loam,Wheat, Barley
S2400,75.0802,-65.7014,29:03.0,33.9,Clay,Rice, Sugarcane
S2401,10.3213,161.4966,50:03.0,5.2,Loam,Wheat, Barley
S2402,-68.6903,-65.6649,47:03.0,23.8,Sandy,Corn, Sunflower
S2403,68.3349,81.7486,50:03.0,20.2,Clay,Corn, Soybeans
S2404,47.7783,136.8475,43:03.0,12.7,Clay,Wheat, Peas
S2405,-15.4728,-31.9494,30:03.0,9.3,Sandy,Millet, Sorghum
S2406,-10.2592,156.1567,46:03.0,20.9,Loam,Maize, Cotton
S2407,70.9434,155.97,51:03.0,26.1,Loam,Rice, Sugarcane
S2408,-40.7167,100.4788,01:03.0,12.9,Sandy,Millet, Sorghum
S2409,-70.7811,-113.4913,46:03.0,16.4,Sandy,Corn, Sunflower
S2410,47.2405,40.3134,47:03.0,13.6,Clay,Wheat, Peas
S2411,-41.9647,24.1355,37:03.0,5.7,Sandy,Millet, Sorghum
S2412,-48.436,-96.4143,50:03.0,19.1,Clay,Corn, Soybeans
S2413,33.728,-50.6659,22:03.0,30.3,Clay,Rice, Sugarcane
S2414,33.8654,-8.4232,45:03.0,32.6,Sandy,Potatoes, Carrots
S2415,0.4184,37.6962,47:03.0,24.1,Sandy,Corn, Sunflower
S2416,38.1634,-45.3746,18:03.0,6.5,Clay,Wheat, Peas
S2417,63.3833,-3.0796,20:03.0,8.2,Sandy,Millet, Sorghum
S2418,-65.2477,-110.4265,25:03.0,26.3,Sandy,Potatoes, Carrots
S2419,-84.1987,95.234,56:03.0,24.1,Loam,Maize, Cotton
S2420,-87.2974,-82.8509,35:03.0,22.7,Loam,Maize, Cotton
S2421,-15.6521,87.252,13:03.0,28,Loam,Rice, Sugarcane
S2422,87.8838,92.7996,40:03.0,21.8,Sandy,Corn, Sunflower
S2423,-78.0955,153.7572,20:03.0,34.5,Loam,Rice, Sugarcane
S2424,87.413,132.1664,57:03.0,31,Clay,Rice, Sugarcane
S2425,-1.8103,-63.0376,27:03.0,21.4,Sandy,Corn, Sunflower
S2426,-7.6419,-91.1578,36:03.0,33.9,Loam,Rice, Sugarcane
S2427,-17.124,-164.9425,31:03.0,8.6,Loam,Wheat, Barley
S2428,42.3597,-43.0653,28:03.0,33.9,Clay,Rice, Sugarcane
S2429,-33.6785,40.1418,01:03.0,24.4,Loam,Maize, Cotton
S2430,43.6442,33.7701,32:03.0,31.7,Loam,Rice, Sugarcane
S2431,4.5415,135.2819,26:03.0,14.1,Sandy,Millet, Sorghum
S2432,51.6456,7.4337,26:03.0,8.9,Sandy,Millet, Sorghum
S2433,-8.7103,117.7236,32:03.0,24.6,Sandy,Corn, Sunflower
S2434,-82.3651,178.5011,13:03.0,28.8,Sandy,Potatoes, Carrots
S2435,3.3665,-37.58,08:03.0,14.1,Loam,Wheat, Barley
S2436,42.3306,20.7723,51:03.0,15.1,Clay,Corn, Soybeans
S2437,2.9028,47.0335,11:03.0,30.1,Loam,Rice, Sugarcane
S2438,-81.1268,-75.1754,56:03.0,21.8,Clay,Corn, Soybeans
S2439,-18.3528,-70.3605,42:03.0,27.4,Loam,Rice, Sugarcane
S2440,58.9718,-13.915,11:03.0,14.8,Loam,Wheat, Barley
S2441,-13.9568,40.7283,41:03.0,5,Loam,Wheat, Barley
S2442,-80.1816,6.1091,25:03.0,26.8,Sandy,Potatoes, Carrots
S2443,-64.3969,118.7617,06:03.0,23.3,Sandy,Corn, Sunflower
S2444,-8.6943,80.1528,39:03.0,13.7,Loam,Wheat, Barley
S2445,-69.6291,100.3432,15:03.0,32.1,Loam,Rice, Sugarcane
S2446,78.8116,70.6011,19:03.0,14.4,Sandy,Millet, Sorghum
S2447,-65.6448,-31.1187,31:03.0,14.6,Sandy,Millet, Sorghum
S2448,-8.8405,-115.6037,00:03.0,11.3,Clay,Wheat, Peas
S2449,16.2568,76.5484,07:03.0,11.1,Clay,Wheat, Peas
S2450,-53.6522,-16.314,07:03.0,6.5,Clay,Wheat, Peas
S2451,-44.9852,69.0183,48:03.0,15.4,Sandy,Corn, Sunflower
S2452,73.2892,106.735,02:03.0,26.8,Clay,Rice, Sugarcane
S2453,39.3074,-135.5241,21:03.0,27.6,Clay,Rice, Sugarcane
S2454,-69.4503,-18.2166,13:03.0,7.7,Sandy,Millet, Sorghum
S2455,-24.6702,8.5742,35:03.0,15.6,Sandy,Corn, Sunflower
S2456,-20.8643,104.784,28:03.0,19.8,Clay,Corn, Soybeans
S2457,2.1,161.9114,28:03.0,18.7,Loam,Maize, Cotton
S2458,-21.8378,-42.9815,46:03.0,22,Loam,Maize, Cotton
S2459,48.2869,148.411,24:03.0,12.7,Clay,Wheat, Peas
S2460,11.7885,57.4309,00:03.0,22.5,Clay,Corn, Soybeans
S2461,-62.9838,132.7747,03:03.0,10.3,Sandy,Millet, Sorghum
S2462,-57.804,76.3371,39:03.0,13.3,Sandy,Millet, Sorghum
S2463,-14.4753,-68.5734,47:03.0,11.5,Loam,Wheat, Barley
S2464,48.3535,-19.347,23:03.0,25.8,Sandy,Potatoes, Carrots
S2465,22.7615,-137.6806,45:03.0,10.1,Sandy,Millet, Sorghum
S2466,-66.3172,-106.9734,36:03.0,28.4,Clay,Rice, Sugarcane
S2467,22.0609,-88.88,56:03.0,33.1,Sandy,Potatoes, Carrots
S2468,-7.4443,127.948,46:03.0,30.2,Clay,Rice, Sugarcane
S2469,7.8302,-177.9298,46:03.0,20.1,Loam,Maize, Cotton
S2470,68.8865,-94.3638,03:03.0,10.1,Clay,Wheat, Peas
S2471,15.9952,-8.7437,39:03.0,5.4,Clay,Wheat, Peas
S2472,-16.1728,-151.4142,21:03.0,15.7,Sandy,Corn, Sunflower
S2473,18.0184,-91.9033,06:03.0,23.8,Clay,Corn, Soybeans
S2474,8.5215,43.1158,26:03.0,23.5,Sandy,Corn, Sunflower
S2475,10.3588,117.0909,26:03.0,23.3,Clay,Corn, Soybeans
S2476,-81.1946,-126.6278,03:03.0,28.5,Clay,Rice, Sugarcane
S2477,27.5898,-166.7804,40:03.0,14.6,Sandy,Millet, Sorghum
S2478,63.6893,60.1188,44:03.0,20.2,Loam,Maize, Cotton
S2479,60.8426,-72.561,17:03.0,33.3,Loam,Rice, Sugarcane
S2480,75.6692,-162.3487,15:03.0,30.7,Loam,Rice, Sugarcane
S2481,-14.9478,-115.8306,08:03.0,18.9,Loam,Maize, Cotton
S2482,30.9763,39.9923,59:03.0,14.7,Clay,Wheat, Peas
S2483,34.4725,34.1888,41:03.0,9.5,Clay,Wheat, Peas
S2484,51.7154,-116.1291,45:03.0,12.1,Clay,Wheat, Peas
S2485,-8.0392,28.4279,34:03.0,20.2,Sandy,Corn, Sunflower
S2486,77.6664,-146.4745,10:03.0,12.3,Clay,Wheat, Peas
S2487,-36.127,-47.315,54:03.0,12.2,Sandy,Millet, Sorghum
S2488,-21.7909,-155.64,33:03.0,15.1,Sandy,Corn, Sunflower
S2489,-13.0817,18.1696,57:03.0,23.9,Sandy,Corn, Sunflower
S2490,-37.2901,-131.5635,36:03.0,34.5,Loam,Rice, Sugarcane
S2491,35.0315,-81.2093,29:03.0,9.6,Loam,Wheat, Barley
S2492,4.8695,8.8726,46:03.0,34.7,Clay,Rice, Sugarcane
S2493,35.2493,40.3393,00:03.0,11.3,Sandy,Millet, Sorghum
S2494,-70.3256,82.7023,15:03.0,8.8,Clay,Wheat, Peas
S2495,23.2161,175.3881,09:03.0,18.7,Loam,Maize, Cotton
S2496,-2.9407,67.9155,34:03.0,10,Sandy,Millet, Sorghum
S2497,78.1005,175.0602,45:03.0,26.7,Clay,Rice, Sugarcane
S2498,-38.3063,39.1841,37:03.0,9.9,Clay,Wheat, Peas
S2499,-33.0321,9.1408,43:03.0,34.5,Sandy,Potatoes, Carrots
S2500,89.1044,-52.6128,21:03.0,29.7,Loam,Rice, Sugarcane
S2501,-66.6516,22.5484,49:03.0,15.4,Sandy,Corn, Sunflower
S2502,3.547,47.4687,57:03.0,22.9,Loam,Maize, Cotton
S2503,-1.3492,-115.2334,41:03.0,33.9,Clay,Rice, Sugarcane
S2504,19.693,75.0913,36:03.0,17,Sandy,Corn, Sunflower
S2505,86.2664,-179.4309,49:03.0,13.1,Loam,Wheat, Barley
S2506,-85.6824,45.1659,09:03.0,27,Clay,Rice, Sugarcane
S2507,-68.7734,125.3051,06:03.0,10.2,Sandy,Millet, Sorghum
S2508,53.9216,179.6353,35:03.0,16.8,Sandy,Corn, Sunflower
S2509,-15.4726,-59.8348,27:03.0,14,Loam,Wheat, Barley
S2510,10.8748,49.5013,23:03.0,31.6,Clay,Rice, Sugarcane
S2511,-87.9665,-107.5726,24:03.0,25.6,Sandy,Potatoes, Carrots
S2512,-39.3072,104.4704,32:03.0,32.9,Loam,Rice, Sugarcane
S2513,-34.6009,2.4083,22:03.0,17.1,Sandy,Corn, Sunflower
S2514,-31.6937,-177.7927,19:03.0,31.5,Sandy,Potatoes, Carrots
S2515,33.4504,-57.1098,51:03.0,29.3,Clay,Rice, Sugarcane
S2516,40.3914,41.7576,12:03.0,27.6,Clay,Rice, Sugarcane
S2517,-84.7589,-116.7735,29:03.0,11.4,Loam,Wheat, Barley
S2518,-30.5073,-58.3427,09:03.0,6.9,Sandy,Millet, Sorghum
S2519,31.0451,149.8187,30:03.0,33,Sandy,Potatoes, Carrots
S2520,53.5058,52.4348,13:03.0,12,Sandy,Millet, Sorghum
S2521,-3.3308,45.7922,46:03.0,25.4,Loam,Rice, Sugarcane
S2522,70.5705,13.3083,00:03.0,10.5,Loam,Wheat, Barley
S2523,-29.6803,102.2361,56:03.0,32.7,Loam,Rice, Sugarcane
S2524,-15.4884,87.3305,49:03.0,7,Sandy,Millet, Sorghum
S2525,60.319,-72.2363,15:03.0,30.7,Loam,Rice, Sugarcane
S2526,40.4935,-66.419,18:03.0,31.8,Clay,Rice, Sugarcane
S2527,6.4594,-105.0255,17:03.0,8.9,Loam,Wheat, Barley
S2528,33.3888,107.8327,03:03.0,25.2,Sandy,Potatoes, Carrots
S2529,69.8453,-52.7056,48:03.0,9.8,Loam,Wheat, Barley
S2530,84.5304,-79.0344,46:03.0,19.2,Sandy,Corn, Sunflower
S2531,-84.3888,174.1028,39:03.0,14.2,Sandy,Millet, Sorghum
S2532,22.772,123.2661,43:03.0,10.8,Loam,Wheat, Barley
S2533,12.7767,-39.7561,20:03.0,10.8,Clay,Wheat, Peas
S2534,17.1345,131.2537,08:03.0,22.9,Sandy,Corn, Sunflower
S2535,45.2772,73.8958,09:03.0,25.9,Loam,Rice, Sugarcane
S2536,-33.3901,-168.6138,48:03.0,19.4,Sandy,Corn, Sunflower
S2537,-15.5035,-1.0604,19:03.0,9.7,Sandy,Millet, Sorghum
S2538,-47.2244,-17.3137,18:03.0,33.3,Sandy,Potatoes, Carrots
S2539,81.1308,-102.1896,44:03.0,26.4,Loam,Rice, Sugarcane
S2540,-35.5827,-139.5967,49:03.0,6.3,Loam,Wheat, Barley
S2541,51.2899,100.0045,50:03.0,18.9,Clay,Corn, Soybeans
S2542,74.4037,-20.2413,06:03.0,11.9,Clay,Wheat, Peas
S2543,-85.5117,-6.2413,30:03.0,9.5,Loam,Wheat, Barley
S2544,0.0098,-111.5238,25:03.0,15.6,Sandy,Corn, Sunflower
S2545,76.2546,83.6788,53:03.0,11.7,Loam,Wheat, Barley
S2546,4.253,99.192,11:03.0,25,Loam,Rice, Sugarcane
S2547,-64.2069,133.8476,44:03.0,11.7,Clay,Wheat, Peas
S2548,57.9849,157.6886,28:03.0,15.8,Sandy,Corn, Sunflower
S2549,31.8091,-132.2218,38:03.0,7.9,Loam,Wheat, Barley
S2550,40.4227,-14.6274,10:03.0,14.7,Sandy,Millet, Sorghum
S2551,38.4619,8.0442,50:03.0,18.7,Clay,Corn, Soybeans
S2552,-89.2602,155.6414,14:03.0,27.8,Sandy,Potatoes, Carrots
S2553,33.6694,33.9435,40:03.0,8,Sandy,Millet, Sorghum
S2554,-74.3263,-11.9247,56:03.0,12,Loam,Wheat, Barley
S2555,-81.6948,7.408,53:03.0,8.9,Sandy,Millet, Sorghum
S2556,28.6172,-67.5069,45:03.0,14.9,Clay,Wheat, Peas
S2557,13.9608,-67.6286,28:03.0,24.7,Sandy,Corn, Sunflower
S2558,70.5844,-64.4831,18:03.0,20.7,Loam,Maize, Cotton
S2559,-55.3418,-80.4062,07:03.0,6.9,Clay,Wheat, Peas
S2560,-32.553,-21.1984,48:03.0,29.1,Clay,Rice, Sugarcane
S2561,-68.8228,-126.2445,11:03.0,25.2,Loam,Rice, Sugarcane
S2562,-40.7454,-174.5076,05:03.0,6.2,Clay,Wheat, Peas
S2563,22.1301,5.0618,27:03.0,21.1,Sandy,Corn, Sunflower
S2564,-52.8161,-53.8855,00:03.0,27.4,Loam,Rice, Sugarcane
S2565,-32.6727,-129.0395,21:03.0,20.8,Clay,Corn, Soybeans
S2566,36.7837,-78.0236,47:03.0,9.3,Sandy,Millet, Sorghum
S2567,-45.9315,-154.3526,23:03.0,30.3,Sandy,Potatoes, Carrots
S2568,20.3873,-58.054,48:03.0,19.4,Sandy,Corn, Sunflower
S2569,-10.1434,-133.1734,04:03.0,33,Loam,Rice, Sugarcane
S2570,-5.2676,63.1785,35:03.0,10.9,Clay,Wheat, Peas
S2571,-70.9332,-160.632,40:03.0,32.6,Clay,Rice, Sugarcane
S2572,-13.2362,-115.5661,50:03.0,16.6,Clay,Corn, Soybeans
S2573,17.3018,33.3922,31:03.0,26.1,Clay,Rice, Sugarcane
S2574,60.5114,71.7716,53:03.0,31.4,Loam,Rice, Sugarcane
S2575,20.9368,-67.5214,42:03.0,24.9,Loam,Maize, Cotton
S2576,57.1396,76.6435,42:03.0,11,Clay,Wheat, Peas
S2577,30.7566,12.0546,37:03.0,34.1,Loam,Rice, Sugarcane
S2578,85.2627,92.0675,03:03.0,19.1,Sandy,Corn, Sunflower
S2579,-6.1748,-132.5537,37:03.0,29,Clay,Rice, Sugarcane
S2580,56.3132,151.0881,41:03.0,28.5,Loam,Rice, Sugarcane
S2581,-5.7103,-15.9897,01:03.0,9.3,Sandy,Millet, Sorghum
S2582,33.206,75.6777,27:03.0,5.5,Sandy,Millet, Sorghum
S2583,-6.2286,-96.5901,22:03.0,25.5,Sandy,Potatoes, Carrots
S2584,-49.717,129.9947,41:03.0,34,Sandy,Potatoes, Carrots
S2585,21.0496,148.6302,47:03.0,23.6,Sandy,Corn, Sunflower
S2586,-19.4262,71.8613,33:03.0,8,Loam,Wheat, Barley
S2587,29.7325,103.9603,59:03.0,18.6,Sandy,Corn, Sunflower
S2588,68.8327,-16.8181,45:03.0,24.6,Clay,Corn, Soybeans
S2589,-84.5525,-8.8796,45:03.0,7.8,Clay,Wheat, Peas
S2590,-26.7407,-13.953,32:03.0,31.8,Clay,Rice, Sugarcane
S2591,-59.2557,96.4589,01:03.0,17.1,Loam,Maize, Cotton
S2592,18.7992,-134.1382,09:03.0,12.8,Loam,Wheat, Barley
S2593,-71.4722,114.319,47:03.0,23.3,Loam,Maize, Cotton
S2594,53.4164,-62.6869,16:03.0,14.3,Sandy,Millet, Sorghum
S2595,26.9013,105.2751,59:03.0,18.5,Loam,Maize, Cotton
S2596,5.8942,-35.7061,41:03.0,8,Loam,Wheat, Barley
S2597,-15.5805,43.5149,07:03.0,8,Loam,Wheat, Barley
S2598,8.6308,170.601,16:03.0,31.3,Loam,Rice, Sugarcane
S2599,-20.913,-57.3429,03:03.0,18.1,Clay,Corn, Soybeans
S2600,56.5048,32.7493,37:03.0,14.3,Sandy,Millet, Sorghum
S2601,51.1765,-23.2727,26:03.0,28.8,Loam,Rice, Sugarcane
S2602,51.7188,16.0297,52:03.0,22.1,Loam,Maize, Cotton
S2603,-47.4922,58.5404,50:03.0,20.1,Loam,Maize, Cotton
S2604,-75.979,155.1108,56:03.0,20,Sandy,Corn, Sunflower
S2605,13.3539,-4.8131,50:03.0,9.9,Sandy,Millet, Sorghum
S2606,16.5894,-13.353,35:03.0,28.5,Loam,Rice, Sugarcane
S2607,9.9158,115.9283,59:03.0,10,Sandy,Millet, Sorghum
S2608,-58.2887,164.118,47:03.0,34.2,Sandy,Potatoes, Carrots
S2609,-77.4706,-140.8519,38:03.0,21.3,Clay,Corn, Soybeans
S2610,56.532,97.6836,35:03.0,30.4,Clay,Rice, Sugarcane
S2611,-21.796,-2.0537,53:03.0,27.1,Loam,Rice, Sugarcane
S2612,28.8297,-147.4081,07:03.0,14.5,Sandy,Millet, Sorghum
S2613,57.066,139.4142,42:03.0,28.8,Sandy,Potatoes, Carrots
S2614,72.5861,49.0078,53:03.0,32.8,Loam,Rice, Sugarcane
S2615,-89.9668,-127.1789,31:03.0,15.1,Loam,Maize, Cotton
S2616,-63.141,11.2521,31:03.0,9,Clay,Wheat, Peas
S2617,-19.8031,28.0553,48:03.0,21,Clay,Corn, Soybeans
S2618,-54.78,65.346,16:03.0,30.1,Loam,Rice, Sugarcane
S2619,-33.0124,25.2995,10:03.0,27.9,Sandy,Potatoes, Carrots
S2620,74.3768,-70.362,34:03.0,15.5,Loam,Maize, Cotton
S2621,79.8,-23.4983,48:03.0,21.4,Sandy,Corn, Sunflower
S2622,86.8645,-56.0647,19:03.0,28.6,Clay,Rice, Sugarcane
S2623,-73.9283,-177.0771,14:03.0,29.4,Loam,Rice, Sugarcane
S2624,87.5559,-34.4889,59:03.0,6.9,Sandy,Millet, Sorghum
S2625,-67.04,-74.0935,28:03.0,8.6,Sandy,Millet, Sorghum
S2626,-23.5399,17.5986,02:03.0,33.5,Sandy,Potatoes, Carrots
S2627,-80.4371,73.2075,40:03.0,25.3,Clay,Rice, Sugarcane
S2628,57.7356,-50.6719,54:03.0,13.4,Sandy,Millet, Sorghum
S2629,65.0246,131.6447,14:03.0,32.2,Sandy,Potatoes, Carrots
S2630,-47.6566,72.7999,42:03.0,29.5,Clay,Rice, Sugarcane
S2631,-19.0317,-65.4742,22:03.0,34.4,Sandy,Potatoes, Carrots
S2632,-21.0979,-42.6366,24:03.0,27.7,Clay,Rice, Sugarcane
S2633,8.1214,58.4955,28:03.0,23.9,Loam,Maize, Cotton
S2634,-4.5231,-112.2383,23:03.0,25.5,Loam,Rice, Sugarcane
S2635,-20.7729,152.8135,42:03.0,12.9,Loam,Wheat, Barley
S2636,61.1933,-124.4638,31:03.0,27.7,Clay,Rice, Sugarcane
S2637,89.5421,61.2238,35:03.0,34.1,Sandy,Potatoes, Carrots
S2638,-65.8301,-154.1714,24:03.0,19.3,Clay,Corn, Soybeans
S2639,-87.1726,79.6821,14:03.0,24.4,Sandy,Corn, Sunflower
S2640,-2.3938,-22.7754,20:03.0,8.1,Loam,Wheat, Barley
S2641,88.2392,-149.5212,49:03.0,23.9,Clay,Corn, Soybeans
S2642,25.6037,-30.292,16:03.0,33.8,Clay,Rice, Sugarcane
S2643,-7.9148,104.0142,43:03.0,11.1,Loam,Wheat, Barley
S2644,18.7973,-26.7465,06:03.0,18,Clay,Corn, Soybeans
S2645,-57.6365,3.3894,30:03.0,9.6,Clay,Wheat, Peas
S2646,9.369,-17.9835,12:03.0,12.4,Sandy,Millet, Sorghum
S2647,-26.0447,-113.1152,25:03.0,25.6,Sandy,Potatoes, Carrots
S2648,18.8232,28.0579,52:03.0,11.5,Sandy,Millet, Sorghum
S2649,62.4247,-94.77,01:03.0,7.8,Sandy,Millet, Sorghum
S2650,0.3112,-32.0984,31:03.0,30.2,Loam,Rice, Sugarcane
S2651,8.3099,-47.8908,14:03.0,8.7,Loam,Wheat, Barley
S2652,86.082,24.5338,02:03.0,7.5,Clay,Wheat, Peas
